Año  ;Código Único  ;Tipo Institución 1  ;Tipo Institución 2  ;Tipo Institución 3  ;Región Sede  ;Provincia Sede  ;Comuna Sede  ;Área del conocimiento  ;Cine-F 97 Área;Cine-F 97 Subárea;Área Carrera Genérica;Cine-F 13 Área;Cine-F 13 Subárea;Tipo de institución  ;Código IES  ;Nombre IES  ;Código Sede  ;Nombre Sede  ;Código Carrera  ;Nombre Carrera  ;Modalidad  ;Jornada  ;Versión  ;Tipo Carrera  ;Plan Especial  ;Duración Estudios  ;Duración Titulación  ;Duración Total  ;Régimen ;Duración formal del Régimen ;Nombre Título  ;Grado Académico  ;Nivel Global  ;Nivel Carrera  ;Demre;Año Inicio  ;Acreditación Carrera o Programa ;Elegibilidad Beca Pedagogía  ;Pedagogía Medicina Odontología, Otro  ;Requisito Ingreso  ;Semestres reconocidos ;Área Actual  ;Área Dest Agricultura  ;Área Dest Ciencias  ;Área Dest C Soc Comerc Derecho  ;Área Dest Educación  ;Área Dest Humanidades y Artes   ;Área Dest Ing Ind Const  ;Área Dest Salud y Serv Soc  ;Área Dest Servicios  ;Ponderación Notas  ;Ponderación Ranking Notas  ;Ponderación Lenguaje  ;Ponderación Matemáticas  ;Ponderación Historia  ;Ponderación Ciencias  ;Ponderación Otros  ;Vacantes Semestre Uno  ;Vacantes Semestre Dos  ;Formato Valor;Matrícula Anual  ;Costo Titulación  ;Costo Certificado Diploma  ;Arancel Anual  ;Vigencia  
OFE_2022;I143S0C77J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Tecnología;Servicios;Servicios de Seguridad;Ingeniería en Prevención de Riesgos;Servicios;Servicios de Higiene y Salud Ocupacional;D;143;IP AIEP;0;SEDE LOS ANGELES;77;INGENIERIA EN PREVENCION DE RIESGOS;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN PREVENCION DE RIESGOS;;Pregrado;Profesional Sin Licenciatura;;2013;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1790000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C77J1V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Tecnología;Servicios;Servicios de Seguridad;Ingeniería en Prevención de Riesgos;Servicios;Servicios de Higiene y Salud Ocupacional;D;143;IP AIEP;0;SEDE LOS ANGELES;77;INGENIERIA EN PREVENCION DE RIESGOS;Presencial;Diurno;2;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN PREVENCION DE RIESGOS;;Pregrado;Profesional Sin Licenciatura;;2013;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1790000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C77J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Tecnología;Servicios;Servicios de Seguridad;Ingeniería en Prevención de Riesgos;Servicios;Servicios de Higiene y Salud Ocupacional;D;143;IP AIEP;0;SEDE LOS ANGELES;77;INGENIERIA EN PREVENCION DE RIESGOS;Presencial;Vespertino;2;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN PREVENCION DE RIESGOS;;Pregrado;Profesional Sin Licenciatura;;2011;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;0;;;;;;;;25;0;Monto en Pesos;200000;200000;0;1780000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C83J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Ciencias Sociales;Salud y Servicios Sociales;Servicios Sociales;Técnico en Servicio Social;Salud y Bienestar;Bienestar;D;143;IP AIEP;0;SEDE LOS ANGELES;83;TECNICO EN TRABAJO SOCIAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL;;Pregrado;Técnico de Nivel Superior;;2011;No Acreditada;No Elegible;;Educación Media;0;7;0;0;0;0;0;0;1;0;;;;;;;;20;0;Monto en Pesos;200000;558000;0;1740000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C83J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Ciencias Sociales;Salud y Servicios Sociales;Servicios Sociales;Técnico en Servicio Social;Salud y Bienestar;Bienestar;D;143;IP AIEP;0;SEDE LOS ANGELES;83;TECNICO EN TRABAJO SOCIAL;Presencial;Vespertino;2;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL;;Pregrado;Técnico de Nivel Superior;;2011;No Acreditada;No Elegible;;Educación Media;0;7;0;0;0;0;0;0;1;0;;;;;;;;20;0;Monto en Pesos;200000;566000;0;1770000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C92J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Salud;Salud y Servicios Sociales;Medicina;Técnico Dental y Asistente de Odontología;Salud y Bienestar;Salud;D;143;IP AIEP;0;SEDE LOS ANGELES;92;TECNICO EN ODONTOLOGIA;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ODONTOLOGIA;;Pregrado;Técnico de Nivel Superior;;2013;No Acreditada;No Elegible;;Educación Media;0;7;0;0;0;0;0;0;1;0;;;;;;;;20;0;Monto en Pesos;200000;594000;0;1840000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C92J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Salud;Salud y Servicios Sociales;Medicina;Técnico Dental y Asistente de Odontología;Salud y Bienestar;Salud;D;143;IP AIEP;0;SEDE LOS ANGELES;92;TECNICO EN ODONTOLOGIA;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ODONTOLOGIA;;Pregrado;Técnico de Nivel Superior;;2013;No Acreditada;No Elegible;;Educación Media;0;7;0;0;0;0;0;0;1;0;;;;;;;;29;0;Monto en Pesos;200000;601000;0;1850000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C94J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Tecnología;Ciencias;Informática;Técnico en Computación e Informática;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;0;SEDE LOS ANGELES;94;PROGRAMACION COMPUTACIONAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN PROGRAMACION COMPUTACIONAL;;Pregrado;Técnico de Nivel Superior;;2016;No Acreditada;No Elegible;;Educación Media;0;2;0;1;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;558000;0;1744000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C94J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Tecnología;Ciencias;Informática;Técnico en Computación e Informática;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;0;SEDE LOS ANGELES;94;PROGRAMACION COMPUTACIONAL;Presencial;Vespertino;2;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN PROGRAMACION COMPUTACIONAL;;Pregrado;Técnico de Nivel Superior;;2016;No Acreditada;No Elegible;;Educación Media;0;2;0;1;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;558000;0;1744000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C95J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;0;SEDE LOS ANGELES;95;INGENIERIA EN ADMINISTRACION DE EMPRESAS;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN ADMINISTRACION DE EMPRESAS;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1871000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C95J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;0;SEDE LOS ANGELES;95;INGENIERIA EN ADMINISTRACION DE EMPRESAS;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN ADMINISTRACION DE EMPRESAS;;Pregrado;Profesional Sin Licenciatura;;2020;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;31;0;Monto en Pesos;200000;200000;0;1871000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C9J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Contabilidad General;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;0;SEDE LOS ANGELES;9;CONTABILIDAD GENERAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;557000;0;1740000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C9J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Contabilidad General;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;0;SEDE LOS ANGELES;9;CONTABILIDAD GENERAL;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;563000;0;1760000;Vigente con Alumnos Nuevos
OFE_2022;I143S0C9J3V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL BIOBIO;BIOBIO;LOS ANGELES;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Contabilidad General;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;0;SEDE LOS ANGELES;9;CONTABILIDAD GENERAL;Semipresencial;Semipresencial;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL;;Pregrado;Técnico de Nivel Superior;;2017;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;563000;0;1760000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C100J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Psicopedagogía;Educación;Educación;D;143;IP AIEP;10;SEDE CURICO;100;PSICOPEDAGOGIA;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;PSICOPEDAGOGO;;Pregrado;Profesional Sin Licenciatura;;2009;No Acreditada;No Elegible;;Educación Media;0;4;0;0;0;0;0;0;0;0;;;;;;;;32;0;Monto en Pesos;200000;200000;0;1730000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C100J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Psicopedagogía;Educación;Educación;D;143;IP AIEP;10;SEDE CURICO;100;PSICOPEDAGOGIA;Presencial;Vespertino;2;Plan Regular;NO APLICA;8;1;8;1;8;PSICOPEDAGOGO;;Pregrado;Profesional Sin Licenciatura;;2017;No Acreditada;No Elegible;;Educación Media;0;4;0;0;0;0;0;0;0;0;;;;;;;;20;0;Monto en Pesos;200000;200000;0;1760000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C101J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Agropecuaria;Agricultura;Agricultura, Silvicultura y Pesca;Técnico Agropecuario;Agricultura, Silvicultura, Pesca y Veterinaria;Agricultura;D;143;IP AIEP;10;SEDE CURICO;101;TECNICO EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL;;Pregrado;Técnico de Nivel Superior;;2009;No Acreditada;No Elegible;;Educación Media;0;1;1;0;0;0;0;0;0;0;;;;;;;;13;0;Monto en Pesos;200000;597000;0;1790000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C101J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Agropecuaria;Agricultura;Agricultura, Silvicultura y Pesca;Técnico Agropecuario;Agricultura, Silvicultura, Pesca y Veterinaria;Agricultura;D;143;IP AIEP;10;SEDE CURICO;101;TECNICO EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL;;Pregrado;Técnico de Nivel Superior;;2009;No Acreditada;No Elegible;;Educación Media;0;1;1;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;579000;0;1810000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C101J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Agropecuaria;Agricultura;Agricultura, Silvicultura y Pesca;Técnico Agropecuario;Agricultura, Silvicultura, Pesca y Veterinaria;Agricultura;D;143;IP AIEP;10;SEDE CURICO;101;TECNICO EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL;Presencial;Vespertino;2;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE LA PRODUCCION AGROPECUARIA Y AGROINDUSTRIAL;;Pregrado;Técnico de Nivel Superior;;2011;No Acreditada;No Elegible;;Educación Media;0;1;1;0;0;0;0;0;0;0;;;;;;;;20;0;Monto en Pesos;200000;590000;0;1810000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C111J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;111;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1829000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C111J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;111;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;Presencial;Vespertino;2;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;;Pregrado;Profesional Sin Licenciatura;;2013;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;23;0;Monto en Pesos;200000;200000;0;2010000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C112J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;112;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;2008000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C112J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;112;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;;Pregrado;Profesional Sin Licenciatura;;2005;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;2008000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C112J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;112;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;Presencial;Vespertino;2;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;;Pregrado;Profesional Sin Licenciatura;;2011;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;3;0;Monto en Pesos;200000;200000;0;1985000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C113J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;113;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS CON MENCION RECURSOS HUMANOS;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1998000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C113J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;113;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS CON MENCION RECURSOS HUMANOS;;Pregrado;Profesional Sin Licenciatura;;2005;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1998000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C113J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;113;INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS;Presencial;Vespertino;2;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS CON MENCION RECURSOS HUMANOS;;Pregrado;Profesional Sin Licenciatura;;2011;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;54;0;Monto en Pesos;200000;200000;0;2010000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C115J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;115;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;;Pregrado;Técnico de Nivel Superior;;2009;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;585000;0;1829000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C115J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;115;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;;Pregrado;Técnico de Nivel Superior;;2009;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;639000;0;1998000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C115J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;115;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;Presencial;Vespertino;2;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS;;Pregrado;Técnico de Nivel Superior;;2011;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;639000;0;1998000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C116J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;116;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION LOGISTICA;Presencial;Vespertino;2;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION LOGISTICA;;Pregrado;Técnico de Nivel Superior;;2014;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;639000;0;1998000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C117J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;117;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;;Pregrado;Técnico de Nivel Superior;;2009;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;639000;0;1998000;Vigente con Alumnos Nuevos
OFE_2022;I143S10C117J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION DEL MAULE;CURICO;CURICO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;10;SEDE CURICO;117;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING;;Pregrado;Técnico de Nivel Superior;;2009;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;639000;0;1998000;Vigente con Alumnos Nuevos
